gene	dominant_allele	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component
Strep_C5698	Strep_C5698A3	WP_003973349.1	SC_RS30595	SC_RS30595	4-aminobutyrate--2-oxoglutarate transaminase	GO:0009448;GO:0030170	gamma-aminobutyric acid metabolic process|0009448||IEA	pyridoxal phosphate binding|0030170||IEA	
Strep_C5702	Strep_C5702A3	WP_003975759.1	SC_RS17375	SC_RS17375	UDP-glucose dehydrogenase family protein	GO:0016616		oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|0016616||IEA	
Strep_C5727	Strep_C5727A3	WP_003972680.1	SC_RS33485	SC_RS33485	allantoinase AllB	GO:0000256;GO:0004038;GO:0008270;GO:0050897	allantoin catabolic process|0000256||IEA	allantoinase activity|0004038||IEA|zinc ion binding|0008270||IEA|cobalt ion binding|0050897||IEA	
Strep_C5732	Strep_C5732A0	WP_328840158.1	OHU10_RS39760	OHU10_RS39760	transcriptional regulator				
Strep_C5742	Strep_C5742A4	WP_045555283.1	CVT30_RS34215	CVT30_RS34215	histidinol dehydrogenase	GO:0000105;GO:0004399;GO:0046872;GO:0051287	L-histidine biosynthetic process|0000105||IEA	histidinol dehydrogenase activity|0004399||IEA|metal ion binding|0046872||IEA|NAD binding|0051287||IEA	
Strep_C5748	Strep_C5748A0	WP_328840389.1	OHU10_RS41550	OHU10_RS41550	adenosylmethionine--8-amino-7-oxononanoate transaminase	GO:0004015;GO:0009102	biotin biosynthetic process|0009102||IEA	adenosylmethionine-8-amino-7-oxononanoate transaminase activity|0004015||IEA	
Strep_C5780	Strep_C5780A3	WP_003977149.1	SC_RS10390	SC_RS10390	M20/M25/M40 family metallo-hydrolase				
Strep_C5792	Strep_C5792A0	WP_328838167.1	OHU10_RS25790	OHU10_RS25790	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C5795	Strep_C5795A3	WP_003974746.1	SC_RS23330	SC_RS23330	sensor histidine kinase	GO:0000155;GO:0004673;GO:0005524;GO:0007165	signal transduction|0007165||IEA	phosphorelay sensor kinase activity|0000155||IEA|protein histidine kinase activity|0004673||IEA|ATP binding|0005524||IEA	
Strep_C5797	Strep_C5797A0	WP_328839344.1	OHU10_RS33735	OHU10_RS33735	deoxyguanosinetriphosphate triphosphohydrolase	GO:0000287;GO:0006203;GO:0008832;GO:0016793	dGTP catabolic process|0006203||IEA	magnesium ion binding|0000287||IEA|dGTPase activity|0008832||IEA|triphosphoric monoester hydrolase activity|0016793||IEA	
Strep_C5803	Strep_C5803A0	WP_328839185.1	OHU10_RS32645	OHU10_RS32645	hypothetical protein				
Strep_C5810	Strep_C5810A3	WP_003975631.1	SC_RS18045	SC_RS18045	MFS transporter	GO:0005886;GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	plasma membrane|0005886||IEA|membrane|0016020||IEA
Strep_C5814	Strep_C5814A0	WP_328840610.1	OHU10_RS42980	OHU10_RS42980	GAF domain-containing protein	GO:0005515		protein binding|0005515||IEA	
Strep_C5853	Strep_C5853A3	WP_003977111.1	SC_RS10585	SC_RS10585	homogentisate 1,2-dioxygenase	GO:0004411;GO:0006559;GO:0006572	L-phenylalanine catabolic process|0006559||IEA|L-tyrosine catabolic process|0006572||IEA	homogentisate 1,2-dioxygenase activity|0004411||IEA	
Strep_C5889	Strep_C5889A3	WP_003973949.1	SC_RS27305	SC_RS27305	PhoH family protein	GO:0005524		ATP binding|0005524||IEA	
Strep_C5893	Strep_C5893A0	WP_328837228.1	OHU10_RS19090	OHU10_RS19090	Nramp family divalent metal transporter	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C5905	Strep_C5905A0	WP_328839290.1	OHU10_RS33350	OHU10_RS33350	hemolysin family protein	GO:0005886;GO:0016020			plasma membrane|0005886||IEA|membrane|0016020||IEA
Strep_C5918	Strep_C5918A0	WP_319066522.1	OHU10_RS18440	OHU10_RS18440	magnesium transporter MgtE N-terminal domain-containing protein				
Strep_C5923	Strep_C5923A0	WP_328839035.1	OHU10_RS31730	OHU10_RS31730	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	GO:0004497		monooxygenase activity|0004497||IEA	
Strep_C5934	Strep_C5934A0	WP_328842244.1	OHU10_RS26935	OHU10_RS26935	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C5938	Strep_C5938A0	WP_328840273.1	OHU10_RS40740	OHU10_RS40740	MFS transporter				
Strep_C5958	Strep_C5958A4	WP_045559310.1	CVT30_RS17340	CVT30_RS17340	glutamate-1-semialdehyde 2,1-aminomutase	GO:0033014;GO:0042286	tetrapyrrole biosynthetic process|0033014||IEA	glutamate-1-semialdehyde 2,1-aminomutase activity|0042286||IEA	
Strep_C5991	Strep_C5991A0	WP_037690721.1	OHU10_RS44335	OHU10_RS44335	geranylgeranyl reductase family protein	GO:0015995;GO:0030494;GO:0045550	chlorophyll biosynthetic process|0015995||IEA|bacteriochlorophyll biosynthetic process|0030494||IEA	geranylgeranyl reductase activity|0045550||IEA	
Strep_C6013	Strep_C6013A3	WP_003974248.1	SC_RS25770	SC_RS25770	preprotein translocase subunit SecY	GO:0015031;GO:0016020;GO:0043952	protein transport|0015031||IEA|protein transport by the Sec complex|0043952||IEA		membrane|0016020||IEA
Strep_C6014	Strep_C6014A0	WP_037688512.1	OHU10_RS27710	OHU10_RS27710	threonine synthase	GO:0004795;GO:0009088	threonine biosynthetic process|0009088||IEA	threonine synthase activity|0004795||IEA	
Strep_C6015	Strep_C6015A3	WP_003974180.1	SC_RS26120	SC_RS26120	ATP-binding protein				
Strep_C6019	Strep_C6019A0	WP_328842050.1	OHU10_RS08725	OHU10_RS08725	alpha/beta fold hydrolase				
Strep_C602	Strep_C602A0	WP_413254449.1	OHU10_RS18750	OHU10_RS18750	SpoIIE family protein phosphatase	GO:0004722;GO:0005515;GO:0005524;GO:0006470;GO:0046872	protein dephosphorylation|0006470||IEA	protein serine/threonine phosphatase activity|0004722||IEA|protein binding|0005515||IEA|ATP binding|0005524||IEA|metal ion binding|0046872||IEA	
Strep_C6041	Strep_C6041A3	WP_003974386.1	SC_RS24950	SC_RS24950	geranylgeranyl reductase family protein	GO:0016628		oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor|0016628||IEA	
Strep_C6048	Strep_C6048A0	WP_328838820.1	OHU10_RS30320	OHU10_RS30320	DUF58 domain-containing protein				
Strep_C6061	Strep_C6061A0	WP_328839141.1	OHU10_RS32360	OHU10_RS32360	glycosyltransferase				
Strep_C6068	Strep_C6068A3	WP_003975712.1	SC_RS17620	SC_RS17620	cytochrome P450 family protein	GO:0004497;GO:0005506;GO:0016705;GO:0020037		monooxygenase activity|0004497||IEA|iron ion binding|0005506||IEA|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|0016705||IEA|heme binding|0020037||IEA	
Strep_C6074	Strep_C6074A0	WP_328835957.1	OHU10_RS09805	OHU10_RS09805	ergothioneine biosynthesis glutamate--cysteine ligase EgtA	GO:0004357;GO:0052699	ergothioneine biosynthetic process|0052699||IEA	glutamate-cysteine ligase activity|0004357||IEA	
Strep_C609	Strep_C609A0	WP_328836767.1	OHU10_RS15485	OHU10_RS15485	translation initiation factor IF-2	GO:0003743;GO:0003924;GO:0005525;GO:0005737;GO:0006413	translational initiation|0006413||IEA	translation initiation factor activity|0003743||IEA|GTPase activity|0003924||IEA|GTP binding|0005525||IEA	cytoplasm|0005737||IEA
Strep_C6100	Strep_C6100A0	WP_328836779.1	OHU10_RS15565	OHU10_RS15565	M50 family metallopeptidase	GO:0004222;GO:0006508;GO:0008233;GO:0016020;GO:0046872	proteolysis|0006508||IEA	metalloendopeptidase activity|0004222||IEA|peptidase activity|0008233||IEA|metal ion binding|0046872||IEA	membrane|0016020||IEA
Strep_C6114	Strep_C6114A0	WP_328839709.1	OHU10_RS36335	OHU10_RS36335	NAD(P)/FAD-dependent oxidoreductase	GO:0000166;GO:0016491		nucleotide binding|0000166||IEA|oxidoreductase activity|0016491||IEA	
Strep_C6115	Strep_C6115A0	WP_328837452.1	OHU10_RS20865	OHU10_RS20865	amidohydrolase family protein				
Strep_C612	Strep_C612A3	WP_003976739.1	SC_RS12420	SC_RS12420	isoleucine--tRNA ligase	GO:0000166;GO:0004822;GO:0005524;GO:0006428	isoleucyl-tRNA aminoacylation|0006428||IEA	nucleotide binding|0000166||IEA|isoleucine-tRNA ligase activity|0004822||IEA|ATP binding|0005524||IEA	
Strep_C6128	Strep_C6128A0	WP_328837396.1	OHU10_RS20335	OHU10_RS20335	RNA polymerase sigma factor	GO:0016987		sigma factor activity|0016987||IEA	
Strep_C6139	Strep_C6139A0	WP_328839286.1	OHU10_RS33325	OHU10_RS33325	glucarate dehydratase family protein				
Strep_C6167	Strep_C6167A4	WP_033526526.1	CVT30_RS12520	CVT30_RS12520	homoserine dehydrogenase	GO:0004412;GO:0006520	amino acid metabolic process|0006520||IEA	homoserine dehydrogenase activity|0004412||IEA	
Strep_C6169	Strep_C6169A3	WP_003975140.1	SC_RS21130	SC_RS21130	M18 family aminopeptidase	GO:0004177;GO:0006508;GO:0008270	proteolysis|0006508||IEA	aminopeptidase activity|0004177||IEA|zinc ion binding|0008270||IEA	
Strep_C6180	Strep_C6180A0	WP_328836345.1	OHU10_RS12495	OHU10_RS12495	VWA domain-containing protein				
Strep_C6196	Strep_C6196A0	WP_328839999.1	OHU10_RS38530	OHU10_RS38530	DUF1015 domain-containing protein				
Strep_C6208	Strep_C6208A0	WP_413254632.1	OHU10_RS43910	OHU10_RS43910	vWA domain-containing protein				
Strep_C6213	Strep_C6213A3	WP_003977340.1	SC_RS09405	SC_RS09405	dihydroorotase				
Strep_C6214	Strep_C6214A0	WP_328838158.1	OHU10_RS25720	OHU10_RS25720	membrane protein insertase YidC	GO:0032977		membrane insertase activity|0032977||IEA	
Strep_C6264	Strep_C6264A0	WP_328839604.1	OHU10_RS35515	OHU10_RS35515	iron uptake transporter deferrochelatase/peroxidase subunit	GO:0004601;GO:0020037;GO:0033212	iron import into cell|0033212||IEA	peroxidase activity|0004601||IEA|heme binding|0020037||IEA	
Strep_C6275	Strep_C6275A3	WP_003976064.1	SC_RS15765	SC_RS15765	citrate synthase	GO:0046912		acyltransferase activity, acyl groups converted into alkyl on transfer|0046912||IEA	
Strep_C6276	Strep_C6276A3	WP_003976779.1	SC_RS12220	SC_RS12220	tryptophan synthase subunit beta	GO:0000162;GO:0004834	L-tryptophan biosynthetic process|0000162||IEA	tryptophan synthase activity|0004834||IEA	
Strep_C6281	Strep_C6281A0	WP_037703087.1	OHU10_RS32970	OHU10_RS32970	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0005524;GO:0008270;GO:0016887;GO:0046983		ATP binding|0005524||IEA|zinc ion binding|0008270||IEA|ATP hydrolysis activity|0016887||IEA|protein dimerization activity|0046983||IEA	
Strep_C6294	Strep_C6294A0	WP_037704452.1	OHU10_RS34505	OHU10_RS34505	beta-ketoacyl-ACP synthase II	GO:0004315;GO:0006633	fatty acid biosynthetic process|0006633||IEA	3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA	
Strep_C6307	Strep_C6307A0	WP_005483785.1	OHU10_RS23035	OHU10_RS23035	aspartate kinase	GO:0004072;GO:0008652	amino acid biosynthetic process|0008652||IEA	aspartate kinase activity|0004072||IEA	
Strep_C6319	Strep_C6319A3	WP_003976218.1	SC_RS14980	SC_RS14980	glutamate-5-semialdehyde dehydrogenase	GO:0004350;GO:0016620;GO:0055129	L-proline biosynthetic process|0055129||IEA	glutamate-5-semialdehyde dehydrogenase activity|0004350||IEA|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|0016620||IEA	
Strep_C6320	Strep_C6320A0	WP_046702992.1	OHU10_RS12285	OHU10_RS12285	aspartate aminotransferase family protein	GO:0008483;GO:0030170		transaminase activity|0008483||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C6327	Strep_C6327A3	WP_003975715.1	SC_RS17605	SC_RS17605	phosphopyruvate hydratase	GO:0000015;GO:0000287;GO:0004634;GO:0006096	glycolytic process|0006096||IEA	magnesium ion binding|0000287||IEA|phosphopyruvate hydratase activity|0004634||IEA	phosphopyruvate hydratase complex|0000015||IEA
Strep_C6361	Strep_C6361A3	WP_003975310.1	SC_RS20280	SC_RS20280	adenylosuccinate synthase	GO:0004019;GO:0005525;GO:0006164	purine nucleotide biosynthetic process|0006164||IEA	adenylosuccinate synthase activity|0004019||IEA|GTP binding|0005525||IEA	
Strep_C6362	Strep_C6362A0	WP_319062131.1	OHU10_RS19630	OHU10_RS19630	thymidine phosphorylase	GO:0006206	pyrimidine nucleobase metabolic process|0006206||IEA		
Strep_C6366	Strep_C6366A0	WP_413254530.1	OHU10_RS40130	OHU10_RS40130	hypothetical protein				
Strep_C6383	Strep_C6383A3	WP_003973332.1	SC_RS30685	SC_RS30685	1-deoxy-D-xylulose-5-phosphate reductoisomerase	GO:0005737;GO:0008299;GO:0019288;GO:0030604;GO:0046872	isoprenoid biosynthetic process|0008299||IEA|isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway|0019288||IEA	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity|0030604||IEA|metal ion binding|0046872||IEA	cytoplasm|0005737||IEA
Strep_C6408	Strep_C6408A3	WP_003976976.1	SC_RS11255	SC_RS11255	low-affinity phosphate transporter PitH				
Strep_C6415	Strep_C6415A0	WP_328837473.1	OHU10_RS21000	OHU10_RS21000	APC family permease	GO:0006865;GO:0015171;GO:0016020;GO:0022857;GO:0055085	amino acid transport|0006865||IEA|transmembrane transport|0055085||IEA	amino acid transmembrane transporter activity|0015171||IEA|transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C6435	Strep_C6435A3	WP_003974982.1	SC_RS21945	SC_RS21945	serine--tRNA ligase	GO:0000166;GO:0004828;GO:0005524;GO:0006434	seryl-tRNA aminoacylation|0006434||IEA	nucleotide binding|0000166||IEA|serine-tRNA ligase activity|0004828||IEA|ATP binding|0005524||IEA	
Strep_C6445	Strep_C6445A0	WP_046708628.1	OHU10_RS17120	OHU10_RS17120	acetate kinase	GO:0000287;GO:0005524;GO:0006085;GO:0008776;GO:0016310	acetyl-CoA biosynthetic process|0006085||IEA|phosphorylation|0016310||IEA	magnesium ion binding|0000287||IEA|ATP binding|0005524||IEA|acetate kinase activity|0008776||IEA	
Strep_C6454	Strep_C6454A0	WP_328836178.1	OHU10_RS11375	OHU10_RS11375	glycosyltransferase family 4 protein	GO:0009101;GO:0016757	glycoprotein biosynthetic process|0009101||IEA	glycosyltransferase activity|0016757||IEA	
Strep_C6468	Strep_C6468A0	WP_328837301.1	OHU10_RS19640	OHU10_RS19640	ABC transporter permease	GO:0005886			plasma membrane|0005886||IEA
Strep_C6472	Strep_C6472A2	WP_003976583.1	SC_RS13185	SC_RS13185	extracellular solute-binding protein				
Strep_C6473	Strep_C6473A0	WP_328838793.1	OHU10_RS30110	OHU10_RS30110	ATP-binding protein				
Strep_C6478	Strep_C6478A4	WP_093791068.1	CVT30_RS22990	CVT30_RS22990	phosphoribosylamine--glycine ligase	GO:0004637;GO:0009113	purine nucleobase biosynthetic process|0009113||IEA	phosphoribosylamine-glycine ligase activity|0004637||IEA	
Strep_C6480	Strep_C6480A3	WP_003973162.1	SC_RS31535	SC_RS31535	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C651	Strep_C651A0	WP_328839844.1	OHU10_RS37325	OHU10_RS37325	excinuclease ABC subunit UvrA	GO:0003677;GO:0005524;GO:0006289;GO:0016887	nucleotide-excision repair|0006289||IEA	DNA binding|0003677||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C6516	Strep_C6516A0	WP_328839983.1	OHU10_RS38350	OHU10_RS38350	tyrosine--tRNA ligase	GO:0000166;GO:0004831;GO:0005524;GO:0006437	tyrosyl-tRNA aminoacylation|0006437||IEA	nucleotide binding|0000166||IEA|tyrosine-tRNA ligase activity|0004831||IEA|ATP binding|0005524||IEA	
Strep_C6518	Strep_C6518A4	WP_003973528.1	SC_RS29535	SC_RS29535	serine hydroxymethyltransferase	GO:0004372;GO:0008270;GO:0019264;GO:0030170;GO:0070905	glycine biosynthetic process from serine|0019264||IEA	glycine hydroxymethyltransferase activity|0004372||IEA|zinc ion binding|0008270||IEA|pyridoxal phosphate binding|0030170||IEA|serine binding|0070905||IEA	
Strep_C6519	Strep_C6519A3	WP_003973157.1	SC_RS31560	SC_RS31560	sensor histidine kinase	GO:0000155;GO:0000160;GO:0004673;GO:0005524;GO:0007165;GO:0016020	phosphorelay signal transduction system|0000160||IEA|signal transduction|0007165||IEA	phosphorelay sensor kinase activity|0000155||IEA|protein histidine kinase activity|0004673||IEA|ATP binding|0005524||IEA	membrane|0016020||IEA
Strep_C6538	Strep_C6538A2	WP_003976650.1	SC_RS12870	SC_RS12870	sensor histidine kinase	GO:0000155;GO:0004673;GO:0005524;GO:0007165	signal transduction|0007165||IEA	phosphorelay sensor kinase activity|0000155||IEA|protein histidine kinase activity|0004673||IEA|ATP binding|0005524||IEA	
Strep_C6540	Strep_C6540A0	WP_086750155.1	OHU10_RS18875	OHU10_RS18875	exodeoxyribonuclease VII large subunit	GO:0006308;GO:0008855;GO:0009318	DNA catabolic process|0006308||IEA	exodeoxyribonuclease VII activity|0008855||IEA	exodeoxyribonuclease VII complex|0009318||IEA
Strep_C6541	Strep_C6541A0	WP_319763463.1	OHU10_RS19420	OHU10_RS19420	L,D-transpeptidase	GO:0018104;GO:0071972	peptidoglycan-protein cross-linking|0018104||IEA	peptidoglycan L,D-transpeptidase activity|0071972||IEA	
Strep_C6557	Strep_C6557A3	WP_003976898.1	SC_RS11640	SC_RS11640	cysteine desulfurase	GO:0006534;GO:0030170;GO:0031071	cysteine metabolic process|0006534||IEA	pyridoxal phosphate binding|0030170||IEA|cysteine desulfurase activity|0031071||IEA	
Strep_C6578	Strep_C6578A3	WP_003977220.1	SC_RS10045	SC_RS10045	type VII secretion-associated serine protease mycosin	GO:0008236;GO:0009306	protein secretion|0009306||IEA	serine-type peptidase activity|0008236||IEA	
Strep_C6583	Strep_C6583A0	WP_328840120.1	OHU10_RS39475	OHU10_RS39475	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C6594	Strep_C6594A3	WP_003976335.1	SC_RS14395	SC_RS14395	NAD(P)/FAD-dependent oxidoreductase	GO:0000166;GO:0016491		nucleotide binding|0000166||IEA|oxidoreductase activity|0016491||IEA	
Strep_C6595	Strep_C6595A0	WP_328835772.1	OHU10_RS08310	OHU10_RS08310	YncE family protein				
Strep_C6598	Strep_C6598A0	WP_328837119.1	OHU10_RS18240	OHU10_RS18240	TOMM precursor leader peptide-binding protein				
Strep_C6606	Strep_C6606A3	WP_011030641.1	SC_RS32655	SC_RS32655	SAV2148 family HEPN domain-containing protein				
Strep_C6627	Strep_C6627A2	WP_003972395.1	SC_RS35110	SC_RS35110	formyl-CoA transferase	GO:0033608;GO:0033611	oxalate catabolic process|0033611||IEA	formyl-CoA transferase activity|0033608||IEA	
Strep_C6652	Strep_C6652A2	WP_003973633.1	SC_RS29000	SC_RS29000	serine hydroxymethyltransferase	GO:0004372;GO:0019264	glycine biosynthetic process from serine|0019264||IEA	glycine hydroxymethyltransferase activity|0004372||IEA	
Strep_C6654	Strep_C6654A3	WP_016325801.1	SC_RS09515	SC_RS09515	histidine--tRNA ligase	GO:0004821;GO:0005524;GO:0005737;GO:0006427	histidyl-tRNA aminoacylation|0006427||IEA	histidine-tRNA ligase activity|0004821||IEA|ATP binding|0005524||IEA	cytoplasm|0005737||IEA
Strep_C6657	Strep_C6657A4	WP_003977247.1	SC_RS09900	SC_RS09900	acetylornithine transaminase	GO:0006525;GO:0008483;GO:0030170	arginine metabolic process|0006525||IEA	transaminase activity|0008483||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C6663	Strep_C6663A3	WP_016327606.1	SC_RS32780	SC_RS32780	YihY/virulence factor BrkB family protein	GO:0016020			membrane|0016020||IEA
Strep_C6668	Strep_C6668A3	WP_003973676.1	SC_RS28650	SC_RS28650	styrene monooxygenase/indole monooxygenase family protein				
Strep_C6685	Strep_C6685A0	WP_328840160.1	OHU10_RS39780	OHU10_RS39780	glycoside hydrolase family 10 protein	GO:0005975;GO:0016787	carbohydrate metabolic process|0005975||IEA	hydrolase activity|0016787||IEA	
Strep_C6711	Strep_C6711A3	WP_016327056.1	SC_RS25890	SC_RS25890	alpha/beta fold hydrolase				
Strep_C6718	Strep_C6718A2	WP_374105155.1	SC_RS38640	SC_RS38640	FAD-dependent monooxygenase	GO:0071949		FAD binding|0071949||IEA	
Strep_C6721	Strep_C6721A0	WP_328837794.1	OHU10_RS23315	OHU10_RS23315	pyridoxal phosphate-dependent aminotransferase	GO:0003824;GO:0009058;GO:0030170	biosynthetic process|0009058||IEA	catalytic activity|0003824||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C6723	Strep_C6723A0	WP_413254442.1	OHU10_RS16950	OHU10_RS16950	L,D-transpeptidase	GO:0018104;GO:0071972	peptidoglycan-protein cross-linking|0018104||IEA	peptidoglycan L,D-transpeptidase activity|0071972||IEA	
Strep_C6755	Strep_C6755A3	WP_003973358.1	SC_RS30550	SC_RS30550	polyamine ABC transporter substrate-binding protein	GO:0015846;GO:0019808;GO:0042626;GO:0055052;GO:0140359	polyamine transport|0015846||IEA	polyamine binding|0019808||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA
